business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,review_count_actual,sentiment_compound_mean,sentiment_compound_std,pct_negative_reviews,pct_positive_reviews,text_word_count_mean,text_exclamation_count_mean,text_question_count_mean,text_caps_word_ratio_mean,category_count,risk_proxy_closed
GWGXTKR0Fhdvzf_isDqJug,"David Gower, Jr.  - Coldwell Banker Preferred","325 Chestnut St, Ste 1300",Philadelphia,PA,19106.0,39.9490268625,-75.1471895999,5.0,17,1,"Real Estate, Home Services, Real Estate Agents",18,0.6643944444444444,0.5931835689210453,0.16666666666666666,0.8333333333333334,102.38888888888889,0.6666666666666666,0.05555555555555555,0.0010169642064126445,3,0
-aeZuatjCDMV1X4gCTz9Ug,David Thomas Trailways,14005 McNulty Rd,Philadelphia,PA,19154.0,40.1064092,-74.9739371,4.5,6,1,"Buses, Transportation, Bus Tours, Hotels & Travel, Travel Agents, Travel Services, Airport Shuttles, Tours, Public Transportation",6,0.6190666666666668,0.7757907054526153,0.16666666666666666,0.8333333333333334,123.83333333333333,1.5,0.0,0.008044243338360967,9,0
h-y5azB-VlQAT3m7Ff2g2Q,P's & Q's - Premium Quality,820 S St,Philadelphia,PA,19147.0,39.942515,-75.156468,5.0,16,1,"Fashion, Shopping, Men's Clothing",16,0.93801875,0.06715120469259404,0.0,1.0,91.875,0.5,0.125,0.001189480809046025,3,0
WYYdQDjx-DsCanlP0DpImQ,J Sushi,243 S 10th St,Philadelphia,PA,19107.0,39.9470334,-75.1574339,4.5,72,0,"Seafood, Restaurants, Sushi Bars, Japanese",75,0.9023973333333334,0.1595711177325471,0.013333333333333334,0.9866666666666667,76.38666666666667,1.28,0.13333333333333333,0.0022363017295557214,4,1
07JLsUInZr5OSiYH2XVi4g,Elegance African Hair Braiding,540 N 52nd St,Philadelphia,PA,19131.0,39.9690954,-75.2255953,2.0,8,1,"Beauty & Spas, Hair Stylists, Hair Extensions, Hair Salons",8,-0.12489999999999998,0.7422351706645466,0.5,0.5,213.375,2.875,0.625,0.0006188118811881125,4,0
FTFtoylMzkrzqNVSl-bkKw,Giant Food Stores,60 N 23rd St,Philadelphia,PA,19103.0,39.9565280024,-75.178013742,4.0,19,1,"Grocery, Food",19,0.6657736842105263,0.5814623011015755,0.15789473684210525,0.8421052631578947,125.42105263157895,0.6842105263157895,0.9473684210526315,0.0014783416974024736,2,0
O1oZpbZNDMH_gz8DhsZCdA,Wendy's,700 E. Hunting Park,Philadelphia,PA,19124.0,40.012141,-75.1150148,1.5,15,1,"Burgers, Restaurants, Fast Food",15,-0.30298,0.6822191156177653,0.6666666666666666,0.3333333333333333,50.46666666666667,0.6666666666666666,0.13333333333333333,0.0059259259259259196,3,0
2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,1523 E Susquehanna Ave,Philadelphia,PA,19125.0,39.9764555,-75.1270254,4.0,105,1,"Food, Coffee & Tea",105,0.7023609523809524,0.4784500593855197,0.08571428571428572,0.8952380952380953,85.67619047619047,0.5619047619047619,0.26666666666666666,0.001689058980697537,2,0
ONUZertKOOImiyQG66Z7Tg,Zakian Rug Cleaning,4930 Parkside Ave,Philadelphia,PA,19131.0,39.9791075,-75.2177555,3.5,26,1,"Carpet Cleaning, Rugs, Shopping, Flooring, Local Services, Home Cleaning, Carpeting, Home & Garden, Home Services",26,0.3915730769230769,0.7222875541265775,0.2692307692307692,0.7307692307692307,99.8076923076923,0.23076923076923078,0.038461538461538464,0.0023779197302327077,9,0
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,765 S 4th St,Philadelphia,PA,19147.0,39.9385518,-75.1496356,4.5,183,1,"Restaurants, Breakfast & Brunch, Vegan, Bagels, Food, Coffee & Tea",190,0.8420236842105263,0.29068975027952354,0.03684210526315789,0.9578947368421052,85.04736842105264,1.268421052631579,0.19473684210526315,0.007223829261714649,6,0
D9Xez9uOSM4DgSjSTywq7w,King of Jewelers,737 Samson St,Philadelphia,PA,19106.0,39.9489024,-75.153854,4.0,5,1,"Shopping, Jewelry",5,0.75514,0.25334562952614753,0.0,1.0,94.6,0.4,0.0,0.00176211453744492,2,0
MyE_zdul_JO-dOHOug4GQQ,Watson Adventures Scavenger Hunts,,Philadelphia,PA,19019.0,40.1197128,-75.0097103,3.0,8,1,"Local Flavor, Team Building Activities, Active Life, Arts & Entertainment, Event Planning & Services, Walking Tours, Scavenger Hunts, Museums, Hotels & Travel, Tours",8,0.8509,0.19672815907090827,0.0,1.0,147.375,0.25,0.25,0.0,10,0
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,4002 Spruce St,Philadelphia,PA,19104.0,39.9516153765,-75.2033457223,4.0,46,0,"Shanghainese, Restaurants, Sushi Bars, Szechuan, Sports Bars, Lounges, Asian Fusion, Thai, Karaoke, Chinese, Nightlife, Bars",48,0.7482645833333333,0.44370214107615863,0.08333333333333333,0.9166666666666666,99.95833333333333,0.8333333333333334,0.020833333333333332,0.0015908982765271956,12,1
jL_NufxqXi-BpW5uXKsPwQ,CVS Pharmacy,518 Port Royal Ave,Philadelphia,PA,19128.0,40.0612774187,-75.2372046062,3.0,11,1,"Drugstores, Pharmacy, Health & Medical, Convenience Stores, Food, Shopping",11,0.15495454545454546,0.8837664650388545,0.45454545454545453,0.5454545454545454,97.27272727272727,1.4545454545454546,0.6363636363636364,0.015956773557469946,6,0
Tm3QiAVLJAR2fEJK7APPPQ,City Fitness - Northern Liberties,200 Spring Garden St,Philadelphia,PA,19123.0,39.9603427,-75.141951,3.0,131,1,"Active Life, Fitness & Instruction, Trainers, Gyms",137,0.5432576642335766,0.6409114097176526,0.20437956204379562,0.7883211678832117,170.23357664233578,1.1094890510948905,0.3357664233576642,0.005936171266339672,4,0
n8ecak12IF_jhnPNs37AZA,Baltic Bakery,2609 Edgemont St,Philadelphia,PA,19125.0,39.9768798,-75.1161695,4.5,12,1,"Food, Bakeries, Restaurants",13,0.7180538461538462,0.4116754579669617,0.07692307692307693,0.9230769230769231,60.30769230769231,0.8461538461538461,0.0,0.005128205128205123,3,0
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,219 S 52nd St,Philadelphia,PA,19139.0,39.9563959,-75.2253784,4.5,66,1,"Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes",66,0.7358484848484849,0.3987564358747268,0.06060606060606061,0.9393939393939394,83.68181818181819,1.4848484848484849,0.16666666666666666,0.003956445120822991,7,0
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,300 South St,Philadelphia,PA,19147.0,39.9412993,-75.1477446,3.0,178,0,"Tex-Mex, Restaurants, American (Traditional), Nightlife, Bars",180,0.5933961111111111,0.5744079281953016,0.16111111111111112,0.8333333333333334,97.2,0.8611111111111112,0.2,0.00311479167618303,5,1
6bFx8j2KqPfmT0XEUS1RMg,Center City Emergency Dentist,"1429 Walnut St, Fl 6",Philadelphia,PA,19102.0,39.9497345,-75.165436,3.5,120,1,"Orthodontists, Health & Medical, Oral Surgeons, General Dentistry, Dentists, Cosmetic Dentists",124,0.4768709677419355,0.7201184587256667,0.22580645161290322,0.7580645161290323,159.99193548387098,1.7096774193548387,0.20161290322580644,0.00567418331074618,6,0
G2Byuh4EVeSnqqWBWtD7rg,Wissahickon Cyclery,7837 Germantown Ave,Philadelphia,PA,19118.0,40.0695589,-75.1995308,4.5,18,1,"Bike Rentals, Active Life, Bikes, Shopping, Sporting Goods",18,0.6910000000000001,0.4813805954201507,0.1111111111111111,0.8888888888888888,85.55555555555556,0.5555555555555556,0.1111111111111111,0.0017385587585365557,5,0
usv5G5cO314pPHRTGq2Eyw,Best Tours,,Philadelphia,PA,19019.0,40.1197128,-75.0097103,1.0,38,1,"Tours, Walking Tours, Hotels & Travel, Food Tours",38,0.06099999999999999,0.7726315299553087,0.42105263157894735,0.5263157894736842,180.57894736842104,1.1842105263157894,0.5,0.008741354007318524,4,0
6I_DA3uqOox50rBvjrQ_-g,Aloft Philadelphia Airport,4301 Island Ave,Philadelphia,PA,19153.0,39.8911246892,-75.2342512699,3.0,175,1,"Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces",175,0.4880468571428571,0.6904311988319511,0.22285714285714286,0.7485714285714286,163.61714285714285,0.9714285714285714,0.34285714285714286,0.0078399016832106,4,0
e8pMCk4bE0U4qk7z59Lxkg,Federal Donuts,2101 Pennsylvania Ave,Philadelphia,PA,19130.0,39.963042,-75.1741858944,4.5,11,1,"Sandwiches, Chicken Wings, Restaurants, Donuts, Food",11,0.8176000000000001,0.201008367985017,0.0,1.0,100.45454545454545,1.1818181818181819,0.18181818181818182,0.002932551319648091,5,0
IAj1Lw3FAOY-yZn4IO7ElQ,Baum's Dancewear,1805 E Passyunk Ave,Philadelphia,PA,19148.0,39.92745,-75.1660349,3.0,17,1,"Arts & Crafts, Sports Wear, Costumes, Performing Arts, Adult, Shopping, Sporting Goods, Arts & Entertainment, Fashion",17,0.5702882352941177,0.4682850505866498,0.11764705882352941,0.8823529411764706,130.1764705882353,1.7058823529411764,0.29411764705882354,0.004253156340240682,9,0
aNLr1j_3CZ46rqiUeLaQ-A,Chinatown Market Shoe Repair And Tailor,143 N 11th St,Philadelphia,PA,19107.0,39.955126798,-75.1574422458,5.0,23,0,"Shoe Repair, Sewing & Alterations, Local Services",23,0.6559782608695652,0.4080666099330996,0.13043478260869565,0.8260869565217391,92.30434782608695,1.6956521739130435,0.043478260869565216,0.0036284384452054566,3,1
yZP6Z8sbDpkeXyjNMDiyDg,Guess - Walnut Street,1520 Walnut St,Philadelphia,PA,19102.0,39.949452,-75.1670279,3.5,9,0,"Men's Clothing, Women's Clothing, Children's Clothing, Fashion, Shopping, Accessories",9,0.48238888888888887,0.7969409018936794,0.2222222222222222,0.7777777777777778,100.77777777777777,2.4444444444444446,0.4444444444444444,0.03101291258729059,6,1
kR4tXc1fLeR2QNu8cMZrEg,Bustleton Radiology Associates,9601 Bustleton Ave,Philadelphia,PA,19115.0,40.0870701,-75.0353514,2.0,13,0,"Radiologists, Doctors, Health & Medical",13,-0.16756923076923075,0.7756824827043337,0.5384615384615384,0.38461538461538464,110.53846153846153,0.38461538461538464,0.0,0.009516389040390314,3,1
V-96iACFgPmVjjKACGxd7Q,Fusion Pizza & Grill,"1900 Grant Ave, Ste M-N",Philadelphia,PA,19115.0,40.0839955,-75.0354963,2.5,6,0,"Ethnic Food, Specialty Food, Restaurants, Food, Pizza",6,0.3482166666666666,0.6461056861432707,0.3333333333333333,0.6666666666666666,69.33333333333333,0.0,0.0,0.01126126126126125,5,1
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,824 S 8th St,Philadelphia,PA,19147.0,39.9389483,-75.1564078,4.0,79,0,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars",80,0.67942625,0.54479511948402,0.125,0.8625,130.9375,1.95,0.1125,0.005590136733953149,8,1
I0gSLthWBsiUPzBft_CZ9Q,Marino's Auto Repair,2028 S Bancroft St,Philadelphia,PA,19145.0,39.9254629,-75.173622,4.5,15,1,"Auto Repair, Automotive",16,0.75089375,0.3119158550394642,0.0,0.9375,81.5625,0.125,0.0,0.0011760752688172,2,0
yooufdsf3eAVq_9RQNSDJA,Mazzoni Center,"1348 Bainbridge St, Fl 2",Philadelphia,PA,19147.0,39.9426271,-75.1650829,3.0,46,1,"Local Services, Community Service/Non-Profit, Health & Medical, Doctors, Family Practice, Medical Centers, Counseling & Mental Health",56,0.4833589285714286,0.7079311881754882,0.23214285714285715,0.7678571428571429,178.16071428571428,0.625,0.23214285714285715,0.009555334965535652,7,0
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,1128 S Broad St,Philadelphia,PA,19146.0,39.9368911,-75.1672837,2.5,16,1,"Restaurants, Fast Food",17,0.24536470588235293,0.7788299083731123,0.29411764705882354,0.7058823529411765,91.94117647058823,1.0588235294117647,0.17647058823529413,0.003948881468063041,2,0
dChRGpit9fM_kZK5pafNyA,The Love,130 S 18th St,Philadelphia,PA,19103.0,39.9506555,-75.1708991,4.0,618,1,"Restaurants, American (New), Breakfast & Brunch, Burgers",635,0.8709436220472442,0.3026770730836022,0.03307086614173228,0.9637795275590552,125.79842519685039,1.3700787401574803,0.11653543307086614,0.004037980301240765,4,0
cDekcTE1qwpz8ROlYixhqg,Philly Homebrew Outlet East,1447 N American St,Philadelphia,PA,19122.0,39.9736806,-75.1396479,5.0,32,0,"Shopping, Food, Arts & Entertainment, Wholesale Stores, Brewing Supplies, Beer, Wine & Spirits, Wineries",32,0.832903125,0.25857356660099284,0.03125,0.96875,119.03125,0.78125,0.1875,0.001058128366167497,8,1
gVh26yEPkXSoWbhs1p2kNA,Gotham Escape Room,"1425 Arch St, Level B",Philadelphia,PA,19102.0,39.955015,-75.1642969,4.5,23,1,"Active Life, Escape Games",23,0.7425173913043478,0.43818225831493485,0.043478260869565216,0.9130434782608695,110.69565217391305,1.391304347826087,0.2608695652173913,0.0025965751703086347,2,0
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,6600 N 5th St,Philadelphia,PA,19126.0,40.0520643,-75.1273939,4.5,351,1,"Korean, Restaurants",359,0.782199721448468,0.39873096315382345,0.06406685236768803,0.9303621169916435,108.42061281337047,1.128133704735376,0.20612813370473537,0.005731285828720875,2,0
eJ77e9lGxY3ArzaoDbHhYw,Paddy Whacks Irish Sports Pub - South Street,150 South St,Philadelphia,PA,19147.0,39.9410539,-75.1454627,2.5,161,1,"Bars, Nightlife, Pubs",165,0.3468866666666667,0.7092980200765775,0.296969696969697,0.6909090909090909,105.45454545454545,0.9757575757575757,0.23636363636363636,0.006507316300843847,3,0
2M4pYfuivdluXyBOP7IDQw,Look Hair Care Studio,5200 Gainor Rd,Philadelphia,PA,19131.0,39.9894332886,-75.2290420532,5.0,5,1,"Shopping, Hair Salons, Professional Services, Beauty & Spas, Cosmetics & Beauty Supply",7,0.9143571428571429,0.0841817053985575,0.0,1.0,62.857142857142854,0.8571428571428571,0.0,0.0024630541871921144,5,0
i_cFU5_dQexbjJA9rmf_WA,Marcie Blaine,108 S 13th St,Philadelphia,PA,19107.0,39.950036,-75.162158,3.5,8,1,"Desserts, Specialty Food, Food, Chocolatiers & Shops",8,0.809625,0.23561932221275905,0.0,1.0,113.875,1.375,0.0,0.0031506033053730624,4,0
tUl_Lq8dM3T-NnM-u3szSg,Damaso Painting,,Philadelphia,PA,19124.0,40.0149445,-75.0903154,5.0,7,1,"Carpenters, Pressure Washers, Wallpapering, Home Services, Painters",7,0.9202285714285715,0.07857600809165001,0.0,1.0,102.28571428571429,1.0,0.0,0.0005878894767783572,5,0
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,509 S 2nd St,Philadelphia,PA,19147.0,39.9418766,-75.1451988,4.0,604,1,"Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants",625,0.80876816,0.4061996666578186,0.0592,0.9344,130.32,1.2608,0.176,0.002856469826378067,8,0
dK_qONtd5z73i6fQ1BTrTA,Draino,2700 S Marshal,Philadelphia,PA,19148.0,39.9150107,-75.1585852,3.0,10,1,"Plumbing, Home Services",10,0.28033,0.7567043633047482,0.3,0.7,121.3,1.0,0.4,0.008476190476190469,2,0
xDEee0p41GueCDN0EAp-YA,Phone Repair Philly - Center City,"1528 Walnut St, Ste 1200",Philadelphia,PA,19102.0,39.949485,-75.1673521,4.5,106,1,"Shopping, Electronics Repair, Local Services, IT Services & Computer Repair, Mobile Phone Repair, Mobile Phone Accessories, Mobile Phones",111,0.659,0.4475167029894476,0.09009009009009009,0.8918918918918919,73.48648648648648,1.117117117117117,0.08108108108108109,0.0011320375076202675,7,0
oy-n3wkXeK6NPPKf3uRDTQ,Element Granite & Quartz,9750 Ashton Rd,Philadelphia,PA,19114.0,40.0740089,-75.0131956,4.5,18,1,"Building Supplies, Shopping, Home & Garden, Home Decor, Home Services, Kitchen & Bath",18,0.7063555555555555,0.510941375965191,0.16666666666666666,0.8333333333333334,83.44444444444444,1.5555555555555556,0.1111111111111111,0.006668482949538839,6,0
0WIlsDUUFuUKcDfJPaHRkA,Temple University Hospital ,3401 N Broad St,Philadelphia,PA,19140.0,40.0054237,-75.1507198,2.0,67,1,"Hospitals, Health & Medical, Optometrists",79,0.06748227848101267,0.8138295062990449,0.43037974683544306,0.5316455696202531,167.8987341772152,1.379746835443038,0.26582278481012656,0.013310704185465313,3,0
5iuo1kvv0XZMS0bUOoLz2Q,Bistro St. Tropez,"2400 Market St, Ste 427",Philadelphia,PA,19103.0,39.9535919923,-75.1794226902,3.5,163,0,"Restaurants, French",170,0.7661941176470589,0.4697759109129256,0.08823529411764706,0.9058823529411765,163.54117647058823,0.9764705882352941,0.17058823529411765,0.0037320027407307292,2,1
bchZXVE4feVx4Q5rhIRCGg,NY Bagel Cafe & Deli,"4514 B City Line Ave, Ste 220",Philadelphia,PA,19131.0,40.0027825,-75.2222705,3.0,52,0,"Restaurants, Food, Bagels, Breakfast & Brunch, Coffee & Tea, Sandwiches, Delis, American (New)",54,0.36047037037037033,0.6774412493163757,0.25925925925925924,0.7037037037037037,68.61111111111111,0.6296296296296297,0.09259259259259259,0.002439248880534611,8,1
yUEeh9nwaycI6fKLruD_rQ,Silvio Hair Styling For Men,126 S 20th St,Philadelphia,PA,19103.0,39.9511109,-75.1738185,2.5,6,1,"Barbers, Beauty & Spas",6,0.1830166666666667,0.6132854878983088,0.5,0.5,44.0,0.0,0.0,0.0,2,0
ngvE1G9IckUO-ljZBFo23w,Mumbai Bistro,930 Locust St,Philadelphia,PA,19107.0,39.947207,-75.1572515,4.0,217,0,"Indian, Restaurants",223,0.7072165919282511,0.4850988746089723,0.09865470852017937,0.8834080717488789,96.73542600896862,0.7802690582959642,0.10762331838565023,0.0029968687480453793,2,1
46_2e1hnQ4csLrYnhn6bkw,Whetstone Tavern,700 S 5th St,Philadelphia,PA,19147.0,39.9408715785,-75.1510468125,4.0,166,0,"Restaurants, Cocktail Bars, American (New), Desserts, American (Traditional), Nightlife, Bars, Food",173,0.7585826589595376,0.46737237250533004,0.08092485549132948,0.9132947976878613,125.13294797687861,1.0635838150289016,0.14450867052023122,0.002722537428129588,8,1
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,9711 Roosevelt Blvd,Philadelphia,PA,19114.0,40.08178,-75.0267907,4.0,80,1,"Event Planning & Services, American (Traditional), Restaurants, Food, Caterers, Fast Food, Chicken Shop, Breakfast & Brunch",85,0.5416564705882353,0.6266204593742869,0.2,0.8,87.03529411764706,1.1764705882352942,0.12941176470588237,0.00720886341860917,8,0
CPgWuWGZ4v2sZr5_-1kluw,Checkers,1208 N. Broad,Philadelphia,PA,19121.0,39.9719414,-75.159771,2.0,21,1,"Restaurants, Fast Food, Burgers",21,0.11067142857142857,0.7572817112164119,0.42857142857142855,0.5714285714285714,121.76190476190476,0.38095238095238093,0.2857142857142857,0.006200790020055895,3,0
gu2-TPPdyQyHl2CnPb7Xjg,4th Street Nails,745 S 4th St,Philadelphia,PA,19147.0,39.9390124,-75.1496014,4.0,44,1,"Beauty & Spas, Nail Salons",44,0.753725,0.4007529518671479,0.06818181818181818,0.9318181818181818,80.54545454545455,1.0681818181818181,0.09090909090909091,0.005243520735697354,2,0
VCkSUsdL5P0p16DAPxVROA,NY Bagel & Deli Shop,1120 Buttonwood St,Philadelphia,PA,19123.0,39.960811,-75.1573883,4.0,31,1,"Bagels, Food, Breakfast & Brunch, Coffee & Tea, Restaurants, Burgers, Delis",31,0.6461935483870968,0.5363116500291498,0.12903225806451613,0.8709677419354839,74.48387096774194,0.8387096774193549,0.06451612903225806,0.002459822253120084,7,0
Oy7rU9H76PN1hsDU9EUt5g,Philadelphia Room Escape,"1520 Sansom St, Fl 2",Philadelphia,PA,19102.0,39.9502871584,-75.1666990731,4.5,31,0,"Active Life, Event Planning & Services, Escape Games, Challenge Courses, Team Building Activities",32,0.864803125,0.32280935498733415,0.03125,0.96875,128.5625,1.375,0.03125,0.006828732343658826,5,1
PW5eZM5RAQEhy3wgovChhQ,Cafe Victoria's,325 N 12th St,Philadelphia,PA,19107.0,39.958422,-75.158257,3.0,29,0,"Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch",29,0.4398241379310345,0.6756613747470868,0.1724137931034483,0.7931034482758621,90.55172413793103,0.6896551724137931,0.20689655172413793,0.0018225729659133792,5,1
xY0jpu0zzGEBr-bGBdPs-w,University Crossings,3175 JFK Boulevard,Philadelphia,PA,19104.0,39.95604,-75.187797,1.0,15,1,"Apartments, University Housing, Home Services, Real Estate, Property Management",16,-0.46366875,0.625702605309956,0.6875,0.25,166.4375,0.5625,0.3125,0.01340890167372965,5,0
yFqq66GxRjnhZXPgjA6hnw,KFC,716 Adams Ave,Philadelphia,PA,19124.0,40.031578,-75.104787,2.0,7,1,"Restaurants, Chicken Shop, Fast Food, Chicken Wings",9,-0.1935111111111111,0.7387567756786473,0.5555555555555556,0.3333333333333333,85.44444444444444,0.5555555555555556,0.5555555555555556,0.017143599176860022,4,0
rh3C_JK4NAoUJ-HNStvHtw,"Historic Philadelphia, Inc","600 Walnut St, Ste 130",Philadelphia,PA,19106.0,39.948321,-75.151952,4.5,5,1,"Hotels & Travel, Tours",5,0.8755599999999999,0.2200274369254889,0.0,1.0,198.0,2.0,0.4,0.0037064607072724402,2,0
xHspDrdyq1g27yRDezB5yA,Kaiserman JCC,45 Haverford Rd,Philadelphia,PA,19096.0,39.982542,-75.268542,3.5,11,1,"Preschools, Recreation Centers, Education, Gyms, Community Centers, Day Camps, Fitness & Instruction, Local Services, Active Life, Public Services & Government, Child Care & Day Care, Summer Camps",13,0.23093846153846156,0.8885955130977401,0.38461538461538464,0.6153846153846154,118.23076923076923,0.46153846153846156,0.15384615384615385,0.018457275553302267,12,0
wR8V8u3_wv-yjR-CIHyY0Q,The Collins Apartments,1125 Sansom St,Philadelphia,PA,19107.0,39.9499183,-75.1600036,4.0,10,1,"Real Estate, Home Services, Apartments",12,0.8088833333333333,0.552978986668544,0.08333333333333333,0.9166666666666666,217.58333333333334,0.9166666666666666,0.25,0.002728227896809425,3,0
kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,272 S 20th St,Philadelphia,PA,19103.0,39.948365,-75.1744997,4.0,28,1,"Restaurants, Indian",28,0.7387214285714286,0.4620915328254725,0.07142857142857142,0.9285714285714286,67.28571428571429,0.6428571428571429,0.03571428571428571,0.003511870938000782,2,0
kLSEk3qXY1KdtFjxHJ9pww,McDonald's,501 Franklin Mill Cir,Philadelphia,PA,19154.0,40.0884161,-74.9650112,1.5,20,1,"Restaurants, Fast Food, Food, Coffee & Tea, Burgers",20,-0.252175,0.7630965648178756,0.7,0.3,79.9,0.85,0.25,0.014524539185418175,5,0
kfGz2E7Y5FLXJyiKbQYfZg,The Irish Times,629 S 2nd St,Philadelphia,PA,19147.0,39.9403745,-75.1456109,3.5,44,0,"Nightlife, Bars, Beer, Wine & Spirits, Pubs, Irish, Food, Restaurants",46,0.5918673913043478,0.6204123829462491,0.17391304347826086,0.8260869565217391,114.41304347826087,0.6304347826086957,0.15217391304347827,0.004949476809219927,8,1
