business_id,growth_proxy_active_months,growth_proxy_review_volume_trend
-NQgfwpVyvDlA7pmmeNwrg,25,0.0010277492291880781
-OIUunijjcq_ZzyyQhPPFQ,156,0.013963865167691377
-OPowcQMNgdjzofWhD9uvw,16,-0.004836415362731152
-Om8XgP9GZ4UUFbgTRI4YQ,63,-0.028744909292854507
-Or44IdY51Ukd618kikmtA,87,-0.035929288103201146
-PMXnNJ1D67NkAupRHNkpQ,22,0.0011644154634373543
-PqeUUIN8Qgqhv5KMiRfHA,24,-0.003931505387816068
-Q9gvLmYlv68lT9Z2kH09g,9,-0.01303475935828877
-QG6KSRQKTQ80--wqrnLTg,8,-0.0011487194306975394
-QI8Qi8XWH3D8y8ethnajA,178,0.06918707213258023
-QwHN9KoluPcA0YFllwFYQ,10,-1.8433179723502327e-05
-R3PWE4ycIc-xElcPqqetw,24,-0.0007360128802254037
-R8qYNbQq8g1abR5IpGgWw,5,
-RJfiKv_UsYol83dkfqpHQ,6,-0.001208733096623102
-RckAAIJ-_KH0AzqrekYuw,38,-0.10106382978723405
-RpUSbVtSGO9LZwMzGogww,9,-1.6166666666666667
-RzbRfPnKcwTixtokN-p6A,5,
-SkwJp45TBbqxYzuYHcerA,5,
-TTYvZ6HvJESApv1drFgkA,7,-0.0005282112845138056
-TW-0EqgnzUNHzV9VPSLoQ,4,
-TZgzh-CIUQuPCSopuvXgA,6,-0.0004059250818971662
-T_lkOvaK39R-Ufg6VUyxg,75,-0.04899578477560129
-TdNv5o5J2JjTmIuAbIWzw,12,-0.0017577359349511246
-Ti5pwj6mA99khsxxur8aQ,32,-0.03643048128342246
-U1GtVyd_kUo9a2P6pYFsQ,51,0.0007609859282093613
-UJ7ZTb3zfmqZogmy3fnGg,130,0.008781375816300976
-UgmhgFa6biagbAXEPpNhA,17,-0.003949870887168399
-V0vIgo6196MDn_x3ZaYmA,77,0.012291857450568157
-VEGatH4Ea3anbCS4wjgIQ,65,-0.012733273327332737
-VGUpTEsCUE9gJk50gbU6w,19,-0.0006251981261667431
-VH4B5o1sjZueC6go9FB1g,13,-0.001334642794188008
-VOl3gWKvEsjk5-Kht1xWg,6,0.005911330049261083
-Wyh5nrgFXVlkkbb1xC1yg,6,0.0008166715913194786
-X6ITNozAhXT4uVBjdCBUA,13,-0.0020180646172534727
-XClcHTlMjH-PBqV2l_KXA,20,0.0015711289010659707
-XFGOFiHD8AE3ihfErB-uQ,5,
-XIkgyZ3Uk1-Jp3zBFuapQ,9,0.04043478260869565
-Xbd9fxhkZtKVmIUi7me1Q,9,-0.003337041156840934
-YTipfQ0Yj0iF7m921rhmQ,12,0.0017339161218076077
-ZeEseRyVaUDYq2QimamBg,26,0.002303523035230351
-_0w82rV27l51N3ABkCI0A,79,0.00846776724624945
-_mCgBtlEGbzbTsjnuXm3Q,5,
-aZnEYYTqwE5Hc5YKp_HjQ,18,-0.0006171751013930527
-aeZuatjCDMV1X4gCTz9Ug,6,0.00049209010716629
-amg4-vvrHNPIzRDKF2Axg,18,0.0006506144142847263
-b6YqNf1yR1ZJbDCsygrxQ,14,0.0011072834645669291
-b8iNhBez0hRu478nIDhyg,21,-0.22332015810276679
-c7kNz3HjL3xc0LNBkTM8w,14,-0.007246376811594203
-cEFKAznWmI0cledNOIQ7w,85,-0.08494740317939528
-cLmu1wRg6DXCTl_MDo8EA,19,-0.03378487340751492
-cSHu3A9IalZn8s7NGJagw,64,-0.0028848027094666487
-cvHG83A7-kepbveSr4HYg,23,0.0063841421736158584
-e0akuVf-9zC6vBbQyT0Ng,5,
-eM3RSN178MaJouPTNkXJg,4,
-esrlwUKa3cQWouOr5y9Rw,32,-0.002121994266534722
-f9-YAj51rq1CUscVRwXEQ,21,-0.007040328092959671
-fCB9irkaglTWG7rBhcODg,4,
-fjIX9bvBKwXjQWfdgiWpQ,18,-0.1495726495726496
-fqjV6QqrKLUxpYCJoSsOQ,7,0.00044081442544414144
-fs09akgCKv5rTTy7iUHUg,72,-0.05403964456596034
-g1TzOsvh__DXii1R7K00A,13,-0.00775215337593776
-gWSPVXmvDBbOA0f-hIaeA,4,
-hCwC548xGJObF9NLeN5JA,5,
-hQIY99jDf1So2cZufUDMw,8,0.022138836772983117
-hsR1sWeD9Vw_nh5Qym2fg,111,0.0033732840080770965
-iejZ38ttViiaaHIAl5iYg,4,
-ilTnXu41RrxQITuolQhmQ,10,0.0030915287244401165
-jdKfTfO0RiZxagql-Tcfg,22,0.001271538489325579
-jjdFyiXbyldHOmpAXg-1Q,30,-0.0057435971534877
-k0SQn1uQVn0FN61uXYMsw,9,0.00689655172413793
-k1iNvlyQZkZ14Hcqzlk4Q,16,-0.011785758361100828
-k8xRvR5UUSjOaefkVgzLA,17,0.004887112112993554
-kTsfH9tz1EOyVrsV_oR8g,18,1.7987411740101547e-19
-kX4WpZWN_6Xp2mVsYoKVg,69,0.0014434480012465152
-kYESienondGaj9TFadkUg,63,-0.01042294362334243
-knsZfjC1tulGgNQ70NNGA,8,0.0007138857782754758
-l2U6S5kBlwHcXRr2pCPNg,21,-0.010767616932000495
-lOZM47MomBU4JYkzvN4Ww,30,0.0008126247052421549
-lT5o2BF6ZvSsh8PvpVOgQ,27,-0.04091836734693879
-lVEVi3vtQ8_L9kKT0bBwQ,45,-0.04682539682539682
-m4JBdAxvzOlGFZMjSQMMA,24,0.0005866089919507043
-mIlmp5l4hKlp1tvHRdvTg,165,0.10744664720821803
-mVpEeb0zGMv81_IWoXT5g,76,0.005303592079827313
-mY6tC7PXYOL40vc_SYX4g,7,0.0018759018759018761
-mc0GB26tKLQhxKpuR3xUw,6,-0.2976190476190476
-mxgEmVaB0Izs2-qaWJZ1A,5,
-nIXhxPvxST6bTuj9jo1UQ,31,-0.3449197860962567
-n_beuzQuajaezPD2PyQvA,15,-0.00337637046497806
-ols5tgh9GslgqmFvTOsDw,9,-0.0049330514446793506
-ooQlxiWp21ubVBlLSzM2w,6,-0.0012857977790765639
-p4zQq3RvGKohvLCa2kdag,7,0.0003306565895134625
-pPtjsbwgoJjOaI5g5NFNg,5,
-puKoJtGHpbPv87jZTR0zQ,5,
-qAsm0KkOERjvIMUynPTtA,37,-0.028493894165535955
-qBwKdTHaYClas69Y5biWQ,22,-0.2697947214076246
-qE-vxoQK-Ve-dMgHA9kSg,9,-0.015587044534412956
-qIAPgwbbiIWk7gOkqXgOA,22,0.0002449779519843215
-qP1L9kx0FoH-kFwHXEwbw,8,-0.0005844535359438921
-qWhas31o61V6vC6yo6NWw,32,0.0011449835408615999
-qXlrp191oly3g2hMvdZZw,36,0.0019329914436902315
-qZ3GVQpEa02BXg1ehzaMQ,12,-0.019758064516129027
-qn6GdZtOI-EqDbGq8Mq6A,9,-0.002657807308970099
-qpFT-RgBE2QXVcSjq57lQ,57,0.0024608978807452095
-qr5uBcrMsISGTjAzGKJ_g,21,0.0017218619066750845
-rBLDkfHNXV8LzofwLcjHw,11,-0.10526315789473685
-rDhWLQJ28L2ttkaftdZNQ,30,-0.12636320531057374
-rGocJekjtLnrn3MYKxJVg,5,
-rVeTFLcXZkE7HlaNXwFxA,55,0.00037031761857285315
-rme923YftBvVWv9omz8Ng,12,-0.0025961624541195436
-rvNMxUaQsJltsn0ftqpbQ,7,-0.0008108396457911022
-s4YiQuUM21pScGCrzW2KQ,19,-0.01131808985761729
-sRtgVuwRz7JJQaHiLV9zw,10,0.0003988035892323034
-sTrihdzACrsOSu1FYdfxQ,31,-0.43084028846932987
-sgYO5GUfGSkKneroisqjQ,42,-0.06251643093748356
-t1hxZ6X-XaIU4BBUQCXGA,7,0.005653170359052713
-t5dx3X0O63jCUuFEd-FcA,97,0.008398053559343881
-tQ0lqgfY8i5avBVyUMYWw,9,-1.6
-trR0p3U6i4MEzj0MwpQ6A,32,0.0027397735953885688
-tx2Fb2MWnEqiCmr23uOrQ,7,-0.0012195121951219514
-uPvL8kLaSzG-KxkSKL6RA,5,
-v1Ia8G_G00SuygAm6koUg,40,0.0016071735359480387
-v22Vz1chVp8VL4pnSj5RA,10,-0.004207688701359587
-v8dtO9BZmKidXLMohiQhQ,143,-0.0009159690036089169
-vB-ZzO1wuPaNhUExK56qQ,9,-0.0012080942313500481
-w3QfCAsyxnZxOWhOMAC6Q,60,0.0048754806811939205
-wkXI95IPxvIJhq2kaeskA,10,-0.0006026934530423575
-wtiB82sm2qhoJ64plIJZw,12,-0.00042558086036346895
-wwhD6SwDOJZlbZkHlIchQ,26,-0.5056410256410256
-x5Vz35KrGQewp4Wdw_uOQ,9,0.0009675858732462502
-xMyD5JSvirlYKBcwbLsEw,14,0.0027550441617373
-xRCCsf4QUp7jTjEHngPsQ,5,
-xV7ESuXJglzA_kdd8a7Mw,64,0.008660044279864417
-xov4QrIEkyNrSArhjmjZQ,34,0.0015377320146321646
-xxFeiRIn6XGs9n8YnR2BQ,7,0.004273709483793517
-yukfO02FkmJ35NBBgAh9A,7,0.0002770013346427944
-yxOY_fhwp4uss-8rGTGcA,5,
-zAfvusy7S9gRPDl6LsanQ,5,
-zCalZY32BXWUckU6AXCPg,8,-0.000758734935950125
-zsr3CEpjUKWvRNl9c7ecw,5,
0-7N3z_cb3Z1xMGDrbez6w,136,0.0035222154657981804
0-JRAY0LpBazDuA9761U5w,76,-0.06128691983122363
0-Lihni2Ak2RL6RwHb4fpw,9,-0.0032724080134088926
0-PClaUWGphUvuTH8wQ51w,26,-0.1263368983957219
0-l1nKLNgCfY583tezCZsA,6,0.0026098901098901097
0-tNITJZLzSARsR_rtkgvw,29,0.003354688410017472
006GkdbyGrW9rs8jBSjokQ,13,-0.0003734043572653584
00AGVWzkxNLGb-7ZrwAOIA,55,0.00012440389798880398
00Tcf1hTCb4uFSK99xI_hg,8,0.00018502193054059017
00Vn4VUTWl71_cFPziRQNQ,38,0.009809598741148702
00rIcvqmfci_oJWkOqPqmg,69,0.006395264766274955
00vHxQtHAIf7FnjGZuepfg,44,0.0012584138132865086
00xkSHUJxe0wL4wnPJTvWQ,7,0.010364145658263305
014TTYpoCTRxQ4rljxMmbQ,11,-0.0030730192733138244
018ixB-WinNmflwX2UvS1g,12,0.00031268321282001147
01YFYYmevGER3VJ1xFtUcA,27,-0.0529692082111437
01Ym9dytHULJdqich0_YIg,11,0.006877828054298641
01mP5a06zQpaYOakfaVBOQ,48,0.001526239357612687
02RvIa2kWpChi9zNSuwTHA,16,-0.009310092892182443
02nUjwVmJGTgGyiIi-hklg,4,
02nb6CI8w-2EoSEkQdk2Wg,74,0.0020497522311599546
02qFLwwFi8T804rHcYh7Zw,103,-0.0019260097065326729
0346ZLBXCnsGief7r2kmQQ,16,-0.0004689221085759245
03K9F1xumPgdRiohRrXyfw,8,-0.000151315137253265
03Z0iTZ29-Mh02OXE7sPBQ,10,-0.016129032258064512
03cvVjbkCOtiIt51M-MLFg,54,9.575591423942914e-05
03jQGGJ2ch0uHTtW-UUUqg,164,0.021671852465146087
03qRiWY2GZ8AJChPv41wCQ,12,0.0009103840682788048
03z1PDwgKroME5MWr763rw,5,
04UD14gamNjLY0IDYVhHJg,128,-0.0010964047175329539
04o5yH6y_49RkLuEaiW5mg,39,0.0017841740801892603
04srD0j0OwEA_VcVfM76lw,10,-0.0007377598926894702
04vmwMgr5bmT8tGokHrLEg,12,-0.06811145510835916
05J_7mQg7dPuaSB_BBYEOQ,12,-0.589010989010989
05Qh_SDHZEoyw_USlnqeHQ,6,0.03736263736263737
05ev984NYfimRN0UiFrxaA,169,0.01025134520612776
064WcuNRDGE_HDDt4BASpQ,30,0.0019411622859898724
06z3o3yL4ditpwjINSA39Q,13,-0.00018099547511312244
0798Us9C0Aw0OCuf9lUFJQ,4,
07JLsUInZr5OSiYH2XVi4g,8,-0.0020551038843721766
07LPxCT59Gwg57tmzQdirg,5,
07TTRbfJlLDzc1lneXEe3A,6,-6.998512816026604e-05
082TpJTMVghSFRJsU9eVdQ,7,-0.058823529411764705
082Z772_Ig8SXp9DibYCAA,29,-0.00599250936329588
08fkgKXeLTFmE35fCydRpA,36,0.015052977712824262
09yzPKqhvm_kJo6S5vsS3w,30,0.0012108008059151857
0AS0Ru_5pg_4FgvFBWXOYw,18,0.0010546964772316888
0AX9PGwHwH-bc2zjt5cM4A,10,0.003182234432234432
0Ae7F98kmeA01VJCIdD8vw,27,-0.047071702244116026
0Asm98-Ilk1QlHqBqfWF-g,6,-0.06813186813186813
0B-292FbrT54wIxZjoxhPw,9,-0.004394079555966698
0BJy9The-xE_M912gkwDHQ,7,0.005618247298919568
0C85wdzr9lQmGzh30CBMxw,7,-0.002227085677296056
0CEUpFtaKhxbmrbSdP9MUQ,18,-0.12982456140350876
0CMLdEd7i9iqg7LyQxd43w,24,-0.010858531483589158
0CSiz9Q_xuZ9YNq8KLRcSg,21,0.0012134336438478915
0DQ_EwydoUVS0YJxvQRMXg,9,-0.0017687074829931969
0De2juaQqHNUYs-vNEj9RA,14,0.002387885847408271
0Dw5cikYionDC-RKLxY2Aw,21,0.0012519090105297
0Dw9eqJsbfuVKsgAoc9NZg,2,
0E-dYP3hTrtgFDGRyBbOwA,35,-0.0004385342637138696
0EMIzcRDDq_8hqHWDQbaLg,8,0.0017566467715680954
0EpCmB1qbtH6Xh1RgBnQaQ,13,-0.02142857142857143
0F1WFFm8TJde117UZPbkfA,11,0.00033242935876126307
0FKcaGqieDQAC4g17Qf1HQ,6,0.02889576883384933
0FMOvA2Noq-gieWfnXB7aQ,11,-0.08241758241758242
0Fdn_98lawOYiFPh68HUUg,106,-0.006826817432704633
0FzbiQyBnFnH1OkMol_mgQ,8,-0.038183694530443756
0G-bDbhGK92i2tfyQEYMwQ,6,0.0003225286244154168
0G4RIJw89Bj4FT7IWYnZ7A,17,-0.0077362139723571805
0HDWFQ0PtF-BSDy1JMyQKg,5,
0IEn6AxLNFfdfuwd2bQlbQ,109,-0.002296099444261699
0IFmbpwP1JiWVCG7z9KORw,32,0.007396304786535787
0Ig9lXNnfBL7U2ct5oIF6A,18,-0.0017042896649302193
0IheZIsRS5tejvxocP18mQ,9,0.0009477290952832251
0JkkF-9XPth8ej-MWISChQ,15,-0.00012870884703969652
0JoB3ThhI-DS78-1Ks1EUQ,61,-0.01295680075077407
0K4RwxdAcViifyU3Htzxww,119,-0.001491431157400424
0K66djyR4yvBG4mEW5y_xw,7,0.018633540372670808
0KEMPs7BD_WHI6zGpDcKjw,100,-0.0077438639721915245
0KNskvMPP0A8XLPF-ORRGQ,8,0.006606334841628959
0KU6dANHsL1_xPVd6anm0Q,8,0.0010033444816053513
0KiuFnhBlUcOqLlIE3JO-A,12,-0.000198989744374713
0LLqluhzWOkz2H0GmSY_Sg,4,
0LNV8iJg_g3_1ujwaeHZ-Q,47,0.0005375956992344064
0LpmLt3d6BK_ljVOadrMVQ,10,0.0008383743276882796
0Lug9lpS3mdky77wsr3wmQ,8,0.0005224148627028442
0MEx9QE4UwII2hkxOtc8CQ,27,-0.009756097560975608
0MqOEmf84nhurrynm-_rtQ,4,
0NEzfA--v4LqAanLllzIrA,21,0.0003522557918981168
0NFnwQk-eNs8F4qz9pSW8w,6,0.00022380710811375362
0NQZc7V3Uysw4TFR7igOfA,7,0.15000000000000002
0Nqa0zPHoB_GVucVMd9f6w,37,0.0018719770100985571
0OGyJbq8m_T6OX8AV0fhQA,15,-0.0012802731249333193
0OVkfxmZg637nt-A5URM2Q,13,-0.17333333333333334
0OnGNrVVf6550018D02ntg,27,0.0016439256945586058
0OsR9lO16jxa0xWUY57s9g,43,-0.25147272261589687
0PDe8TxXHoROxpu-jH8e6A,55,-0.12051824431517716
0PTuPOOXkmoP0s5STUBY1w,11,-0.17857142857142852
0QdcIaX7Mp9cXLXt-zv1BQ,6,0.03676470588235294
0Qea74cLG3aZNCWC5L_6jA,17,-0.1607692307692308
0QmgzzPVNHeNL76B8rwTKA,5,
0R2yKDNMUztQwgo8pG4z-Q,82,-0.014881606115186925
0RFgosnz7_DfyTUASpVuFQ,20,-0.0018954018954018947
0RSws84Im4CsZ-W9biXv2g,9,-0.009815765629719116
0RcD7PpjWTMcN86NwzgBag,41,0.0018696820420958356
0RuvlgTnKFbX3IK0ZOOocA,118,0.038247893681592586
0S3TvsmbCeOZ9UitnpRd1A,106,-0.03842026355243432
0SGizd7Kg__usThreMJRLQ,16,-0.002921129503407984
0SQPs-d2gauqscEKPgK7xg,6,0.0012813046010483403
0SWqECZ39P2MlmeXbKnUjg,89,0.0052534925795437535
0SmsiKfGOoFdXO-j23AVWA,15,0.000842517147203013
0Sv4WR04RTjvCutQjtTepQ,20,0.0005599104143337068
0TAkS6vEkkHI8lrF-GBR3w,5,
0TcywESn4hFVrOcWBwd8wg,13,0.0014920473874250244
0U4PsGJynuzEBrEn1HaU7w,12,0.00025780670941961254
0UCh75Aoz8YMe9nrnjawwg,20,-0.0018298761419656149
0UCrWo2CihjxkZniTcQGpg,10,0.0013398936871238413
0UeRtEKxY-ghJplTzgVNKw,7,0.00315604909409702
0VhuD6zy8D-vj2xtgvVIQg,14,-0.0009418211396035795
0Vlu-fEXfCJnX2JKZG1-CQ,13,-0.00045519203413940256
0VuRnlO-QcljahvvVXrEVQ,45,-0.016949658321148274
0WIlsDUUFuUKcDfJPaHRkA,54,0.00524141860133884
0WJRKvGsX3NdoNdZuDFlWg,6,-0.05830039525691699
0WazipZOwJa63JGwOMubBg,4,
0WnfHcKIzFgf3kAIP4NEbQ,14,-0.0019764231840815054
0WoBBx-XzFD2wET6lJKVKw,37,0.0035361571625405572
0X5TTmfBPPY98Ra2CcSw0Q,47,-0.17540816326530612
0X8oDzOK9HMMP3I7cwwYsg,17,-1.4985988101125311e-05
0XFmfcyzFXS9NsW12Ycpzg,15,0.005768732175265753
0Y4YhMXpnL1qfu648jv9vg,5,
0YRnT6Ka8byQlp30-ylRMA,24,-0.0003384250119694895
0YaJvKyISJ74IrTqehgYdg,14,0.0026830009112078558
0Yo0wD-eImLSf8diTTHjOg,20,-0.01070808412116535
0Z4psJe-0zSggtZjSaOJ9g,8,-0.005172347978776195
0Z8ps_OfcR9eJaV2JtxigA,68,-0.014504932407745702
0ZFqCbsfVqbSRHrcwF5x_g,9,-0.000946618924147014
0ZQVSAC4uwZR1JXmDrh9CQ,6,-0.00014064697609001423
0ZytGgeMBuyrGdU8ebN-Aw,18,-0.008520862634786684
0_8t99ot99wmc-k42fC4rw,23,0.008060663039625177
0_DvJq6ywKf6qpiassAGqw,6,-0.0008503846681380073
0_yT3MVCgVrdfzyhi2VRpA,5,
0a8t_Th0jtWUMmtq0q2dqA,19,-0.0266798418972332
0aTNHayaZKiD_4QNo4M9lA,11,0.002027943570265871
0ak-7uV9Nb7nF_l-mMCysA,56,-0.13002818077444944
0bClMPygqjmGYspg--VyIA,6,0.00021104373146688747
0bNbWkKmVxJmJuOZCtG7OQ,14,-0.0025328330206378993
0bb_b3Neemt_LOZfxhnFXA,11,0.004395604395604396
0bvtIbpsqBJZpRKSPwIfNw,139,0.014757183763614342
0cHDa2cXCF4PZzO2krXypg,10,0.00061229093487158
0d7nPS5dv42stQqdZbh08g,7,-0.0005223987405181052
0dBIX6e31XhUSMqL7SoATg,30,-0.00314872937126658
0dGldeEVtqx8CG1XdygmAQ,20,0.0029461091234347053
0dYj-LAC1qI8GJtShjj0YA,9,0.011379800853485063
0dfspevYKsugYiU1UVl94Q,5,
0dzW328vFS78FjYMA62tRg,14,0.001195908733280881
0eGCiVf9kDhQ29xXXBSkAQ,4,
0eJ6GTYQerMPEndBIQmXAQ,8,0.025691699604743087
0eOCn6kZSck6cpfm6-_RhQ,42,-0.02414027919645897
0eV_6ebzBTWcQXGji0QGkA,27,-0.1795497185741088
0eiWm17ZfGDJT68k-nOoLw,11,-0.00043939820022497177
0f-W5-8cGFp8lU_IzL3RLQ,7,0.12307692307692308
0f4snVRBbsomhoGkFD7GUA,68,0.0015280634734058185
0fGD3Ea30DywMORW6vD2Yw,12,0.005751597666018339
0feKq4uYJXW8BbVn8u7pkg,17,-0.0024251456442216496
0gM31ZJkgi9pYfYrgbhj-Q,10,-0.009130434782608698
0gRyrnCfbXXOnDqOszHuAg,15,0.000628844839371154
0h4Oo6W8mG4HEYQzZRkoOA,38,-0.017358633138827087
0hPp_rLhzOVZ0YRbojvSeQ,47,0.005333333333333332
0hVf3a0oq8ckB8JIDwSgig,40,-0.006114559225752158
0iVXOxmY96LgM6sa5tg8ZQ,10,0.00909090909090909
0ibDG6ULKef2IzbRcyMzAg,9,0.008547008547008546
0ievJ8EHvr1YjXA1_I-YUg,15,-0.34411764705882353
0ijmmbTvd8fcLclFVdpIsQ,18,-0.26565217391304347
0ikOz5a37dSa4dBGmEmdrg,6,-0.0009054325955734409
0jJf0DNHvYI0itdQSezsgg,16,0.0009630212431156568
0jPp69hbYMOzRYbhLEzCjQ,19,-0.12807881773399013
0jQPPEppYjGQ2higy6JvCg,131,0.006240277345659806
0jfIDaLE1TlsTvVMEkA3dg,6,0.00027935190358368574
0jgz7W-ytCK-LmN84G1hVg,9,-0.007149321266968324
0k8DG6BPaVKCRfnWJZhLUA,27,0.001710644007155635
0kLivwqFCIAb2V7Vhndpow,38,-0.010415835262191718
0kUdO-fSYai9pVaRFrFCeQ,7,-0.0014224751066856324
0knCwcE4p82vEyhpht7X4A,18,-0.002760397497239602
0lFkJT6DqT3eMnpW9gP_bw,30,0.010462196979050908
0lGN91IoLe02MtEu9Xtf1w,20,0.004311524128496627
0lQKj8f1CJSdLJRLYEsqnQ,7,0.0029160895239483857
0lcyi1tnVldDB8rxKraZSQ,10,-0.016566626650660266
0ll5CZSx6qVVV2TJPcW6mA,9,0.012254901960784314
0m5uP9SGYT7w6liaBROwXw,16,0.006111535523300228
0mijbNf-7wiKJ9xto1pAyg,39,-0.38054968287526425
0mq2S1lNMy7rtR3eGVjSYg,6,-0.011459129106187928
0n6rbrYy_zlr9N1WnEmr9Q,5,
0nFhxTqIlkIAJypUkON-rQ,53,-0.00026349704935482374
0nwOwZGlB4v6XfuPLd-HWA,69,-0.008832759316000015
0o8k654DD4h8ywBOXP1GRA,67,3.653635367190374e-05
0oNiXwMtqXIrI0QEJphn1Q,8,-0.07598039215686275
