business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
yZP6Z8sbDpkeXyjNMDiyDg,Guess - Walnut Street,1520 Walnut St,Philadelphia,PA,19102,39.949452,-75.1670279,3.5,9,0,"Men's Clothing, Women's Clothing, Children's Clothing, Fashion, Shopping, Accessories"
kR4tXc1fLeR2QNu8cMZrEg,Bustleton Radiology Associates,9601 Bustleton Ave,Philadelphia,PA,19115,40.0870701,-75.0353514,2.0,13,0,"Radiologists, Doctors, Health & Medical"
V-96iACFgPmVjjKACGxd7Q,Fusion Pizza & Grill,"1900 Grant Ave, Ste M-N",Philadelphia,PA,19115,40.0839955,-75.0354963,2.5,6,0,"Ethnic Food, Specialty Food, Restaurants, Food, Pizza"
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,824 S 8th St,Philadelphia,PA,19147,39.9389483,-75.1564078,4.0,79,0,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars"
I0gSLthWBsiUPzBft_CZ9Q,Marino's Auto Repair,2028 S Bancroft St,Philadelphia,PA,19145,39.9254629,-75.173622,4.5,15,1,"Auto Repair, Automotive"
yooufdsf3eAVq_9RQNSDJA,Mazzoni Center,"1348 Bainbridge St, Fl 2",Philadelphia,PA,19147,39.9426271,-75.1650829,3.0,46,1,"Local Services, Community Service/Non-Profit, Health & Medical, Doctors, Family Practice, Medical Centers, Counseling & Mental Health"
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,1128 S Broad St,Philadelphia,PA,19146,39.9368911,-75.1672837,2.5,16,1,"Restaurants, Fast Food"
dChRGpit9fM_kZK5pafNyA,The Love,130 S 18th St,Philadelphia,PA,19103,39.9506555,-75.1708991,4.0,618,1,"Restaurants, American (New), Breakfast & Brunch, Burgers"
cDekcTE1qwpz8ROlYixhqg,Philly Homebrew Outlet East,1447 N American St,Philadelphia,PA,19122,39.9736806,-75.1396479,5.0,32,0,"Shopping, Food, Arts & Entertainment, Wholesale Stores, Brewing Supplies, Beer, Wine & Spirits, Wineries"
gVh26yEPkXSoWbhs1p2kNA,Gotham Escape Room,"1425 Arch St, Level B",Philadelphia,PA,19102,39.955015,-75.1642969,4.5,23,1,"Active Life, Escape Games"
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,6600 N 5th St,Philadelphia,PA,19126,40.0520643,-75.1273939,4.5,351,1,"Korean, Restaurants"
eJ77e9lGxY3ArzaoDbHhYw,Paddy Whacks Irish Sports Pub - South Street,150 South St,Philadelphia,PA,19147,39.9410539,-75.1454627,2.5,161,1,"Bars, Nightlife, Pubs"
2M4pYfuivdluXyBOP7IDQw,Look Hair Care Studio,5200 Gainor Rd,Philadelphia,PA,19131,39.9894332886,-75.2290420532,5.0,5,1,"Shopping, Hair Salons, Professional Services, Beauty & Spas, Cosmetics & Beauty Supply"
i_cFU5_dQexbjJA9rmf_WA,Marcie Blaine,108 S 13th St,Philadelphia,PA,19107,39.950036,-75.162158,3.5,8,1,"Desserts, Specialty Food, Food, Chocolatiers & Shops"
tUl_Lq8dM3T-NnM-u3szSg,Damaso Painting,,Philadelphia,PA,19124,40.0149445,-75.0903154,5.0,7,1,"Carpenters, Pressure Washers, Wallpapering, Home Services, Painters"
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,509 S 2nd St,Philadelphia,PA,19147,39.9418766,-75.1451988,4.0,604,1,"Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants"
dK_qONtd5z73i6fQ1BTrTA,Draino,2700 S Marshal,Philadelphia,PA,19148,39.9150107,-75.1585852,3.0,10,1,"Plumbing, Home Services"
xDEee0p41GueCDN0EAp-YA,Phone Repair Philly - Center City,"1528 Walnut St, Ste 1200",Philadelphia,PA,19102,39.949485,-75.1673521,4.5,106,1,"Shopping, Electronics Repair, Local Services, IT Services & Computer Repair, Mobile Phone Repair, Mobile Phone Accessories, Mobile Phones"
oy-n3wkXeK6NPPKf3uRDTQ,Element Granite & Quartz,9750 Ashton Rd,Philadelphia,PA,19114,40.0740089,-75.0131956,4.5,18,1,"Building Supplies, Shopping, Home & Garden, Home Decor, Home Services, Kitchen & Bath"
0WIlsDUUFuUKcDfJPaHRkA,Temple University Hospital ,3401 N Broad St,Philadelphia,PA,19140,40.0054237,-75.1507198,2.0,67,1,"Hospitals, Health & Medical, Optometrists"
5iuo1kvv0XZMS0bUOoLz2Q,Bistro St. Tropez,"2400 Market St, Ste 427",Philadelphia,PA,19103,39.9535919923,-75.1794226902,3.5,163,0,"Restaurants, French"
bchZXVE4feVx4Q5rhIRCGg,NY Bagel Cafe & Deli,"4514 B City Line Ave, Ste 220",Philadelphia,PA,19131,40.0027825,-75.2222705,3.0,52,0,"Restaurants, Food, Bagels, Breakfast & Brunch, Coffee & Tea, Sandwiches, Delis, American (New)"
yUEeh9nwaycI6fKLruD_rQ,Silvio Hair Styling For Men,126 S 20th St,Philadelphia,PA,19103,39.9511109,-75.1738185,2.5,6,1,"Barbers, Beauty & Spas"
ngvE1G9IckUO-ljZBFo23w,Mumbai Bistro,930 Locust St,Philadelphia,PA,19107,39.947207,-75.1572515,4.0,217,0,"Indian, Restaurants"
46_2e1hnQ4csLrYnhn6bkw,Whetstone Tavern,700 S 5th St,Philadelphia,PA,19147,39.9408715785,-75.1510468125,4.0,166,0,"Restaurants, Cocktail Bars, American (New), Desserts, American (Traditional), Nightlife, Bars, Food"
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,9711 Roosevelt Blvd,Philadelphia,PA,19114,40.08178,-75.0267907,4.0,80,1,"Event Planning & Services, American (Traditional), Restaurants, Food, Caterers, Fast Food, Chicken Shop, Breakfast & Brunch"
CPgWuWGZ4v2sZr5_-1kluw,Checkers,1208 N. Broad,Philadelphia,PA,19121,39.9719414,-75.159771,2.0,21,1,"Restaurants, Fast Food, Burgers"
gu2-TPPdyQyHl2CnPb7Xjg,4th Street Nails,745 S 4th St,Philadelphia,PA,19147,39.9390124,-75.1496014,4.0,44,1,"Beauty & Spas, Nail Salons"
VCkSUsdL5P0p16DAPxVROA,NY Bagel & Deli Shop,1120 Buttonwood St,Philadelphia,PA,19123,39.960811,-75.1573883,4.0,31,1,"Bagels, Food, Breakfast & Brunch, Coffee & Tea, Restaurants, Burgers, Delis"
Oy7rU9H76PN1hsDU9EUt5g,Philadelphia Room Escape,"1520 Sansom St, Fl 2",Philadelphia,PA,19102,39.9502871584,-75.1666990731,4.5,31,0,"Active Life, Event Planning & Services, Escape Games, Challenge Courses, Team Building Activities"
PW5eZM5RAQEhy3wgovChhQ,Cafe Victoria's,325 N 12th St,Philadelphia,PA,19107,39.958422,-75.158257,3.0,29,0,"Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch"
xY0jpu0zzGEBr-bGBdPs-w,University Crossings,3175 JFK Boulevard,Philadelphia,PA,19104,39.95604,-75.187797,1.0,15,1,"Apartments, University Housing, Home Services, Real Estate, Property Management"
yFqq66GxRjnhZXPgjA6hnw,KFC,716 Adams Ave,Philadelphia,PA,19124,40.031578,-75.104787,2.0,7,1,"Restaurants, Chicken Shop, Fast Food, Chicken Wings"
rh3C_JK4NAoUJ-HNStvHtw,"Historic Philadelphia, Inc","600 Walnut St, Ste 130",Philadelphia,PA,19106,39.948321,-75.151952,4.5,5,1,"Hotels & Travel, Tours"
xHspDrdyq1g27yRDezB5yA,Kaiserman JCC,45 Haverford Rd,Philadelphia,PA,19096,39.982542,-75.268542,3.5,11,1,"Preschools, Recreation Centers, Education, Gyms, Community Centers, Day Camps, Fitness & Instruction, Local Services, Active Life, Public Services & Government, Child Care & Day Care, Summer Camps"
wR8V8u3_wv-yjR-CIHyY0Q,The Collins Apartments,1125 Sansom St,Philadelphia,PA,19107,39.9499183,-75.1600036,4.0,10,1,"Real Estate, Home Services, Apartments"
kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,272 S 20th St,Philadelphia,PA,19103,39.948365,-75.1744997,4.0,28,1,"Restaurants, Indian"
kLSEk3qXY1KdtFjxHJ9pww,McDonald's,501 Franklin Mill Cir,Philadelphia,PA,19154,40.0884161,-74.9650112,1.5,20,1,"Restaurants, Fast Food, Food, Coffee & Tea, Burgers"
kfGz2E7Y5FLXJyiKbQYfZg,The Irish Times,629 S 2nd St,Philadelphia,PA,19147,39.9403745,-75.1456109,3.5,44,0,"Nightlife, Bars, Beer, Wine & Spirits, Pubs, Irish, Food, Restaurants"
5bCsL-Z3QnuBmJQtIt8qyw,Pacifico Hyundai,6715 Essington Ave,Philadelphia,PA,19153,39.912338414,-75.2230943868,2.5,46,1,"Car Dealers, Auto Parts & Supplies, Auto Repair, Hotels & Travel, Automotive, Car Rental"
PdMXmOWDRHICAx6SLgu1dQ,24,2401 Walnut St,Philadelphia,PA,19103,39.9515211,-75.1798731,3.5,111,0,"Italian, Bars, Restaurants, Nightlife, Wine Bars, Breakfast & Brunch"
uzpiSVy6DTQBNByAhT0Z2Q,Holiday Nail Salon,2039 E Moyamensing Ave,Philadelphia,PA,19148,39.9223225281,-75.1527823,3.5,28,1,"Nail Salons, Beauty & Spas"
4mKAD2m2ek-z51ZPqL6-aw,Richard Kenneth Jewelers,202 S 17th St,Philadelphia,PA,19103,39.9497725,-75.1693442,3.0,16,1,"Shopping, Jewelry, Watches, Antiques"
HQolH8hSvmK8mhZc0bYVRw,Global Appliance Parts,141 W Fisher Ave,Philadelphia,PA,19120,40.0311008,-75.1241902,5.0,5,1,"Shopping, Home & Garden, Appliances"
v2UmYZ1rPT48IroaD0xZAQ,reYOU massage,1315 Walnut St,Philadelphia,PA,19107,39.949195,-75.1629437,4.0,63,1,"Massage, Health & Medical, Beauty & Spas, Medical Spas"
z7sp6u5JnNlq2ziu31EFvw,CVS Optical,1405 South 10th St,Philadelphia,PA,19147,39.9315261618,-75.1607671842,2.5,35,1,"Shopping, Food, Health & Medical, Pharmacy, Convenience Stores, Drugstores"
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,4914 Baltimore Ave,Philadelphia,PA,19143,39.94796,-75.22198,4.0,301,1,"Diners, Restaurants, Sandwiches, Breakfast & Brunch, Vegetarian"
F6hASqb_Z5ASXz0-pZFlfA,Edible Arrangements,"6153 Ridge Ave, Unit A",Philadelphia,PA,19128,40.035169,-75.216409,3.5,10,1,"Flowers & Gifts, Specialty Food, Shopping, Food, Florists, Gift Shops, Chocolatiers & Shops"
LvFmVnPSbi0lmgpcK_qw-Q,Foot Locker,1519 Chestnut Street,Philadelphia,PA,19102,39.9514625,-75.1662577,2.0,12,1,"Fashion, Men's Clothing, Shopping, Shoe Stores, Sporting Goods, Sports Wear"
kq5Ghhh14r-eCxlVmlyd8w,The Coventry Deli,2000 Market St,Philadelphia,PA,19103,39.953291,-75.173645,4.0,65,1,"Restaurants, Delis, Salad, Sandwiches"
MYoRNLb5chwjQe3c_k37Gg,Sean Thorntons Public House,2401 E Allegheny Ave,Philadelphia,PA,19134,39.988107,-75.105553,3.5,6,1,"Food, Nightlife, Restaurants, Irish Pub, Bars, Irish, Pubs, Beer, Wine & Spirits, Event Planning & Services, Gastropubs, Caterers"
pP4q0Mym-qt20nRqTKbzhQ,Morton's The Steakhouse,1411 Walnut St,Philadelphia,PA,19102,39.949603,-75.1649701595,3.5,149,0,"Steakhouses, Restaurants, Nightlife, Seafood, Bars, American (Traditional)"
zyge4T5eSiPHq1-IaJb_Qg,Nancy Le Nails,7419 Stenton Ave,Philadelphia,PA,19150,40.0609699,-75.1674125,2.0,10,1,"Nail Salons, Beauty & Spas"
PkaxfjwdWKL02xkK2UGxNw,Aicha African Hair Braiding,5707 N 5th St,Philadelphia,PA,19120,40.03825,-75.12988,4.0,20,1,"Beauty & Spas, Hair Salons, Cosmetics & Beauty Supply, Hair Stylists, Hair Extensions, Shopping"
TF4IyHKK05m5rXENCK94nA,More Than Old,144 N 3rd St,Philadelphia,PA,19106,39.9535003,-75.1450636,4.0,6,1,"Home & Garden, Shopping, Furniture Stores, Antiques, Home Decor"
73vXXe4MbpHhq_2_uiHIrQ,4J Laundromat,747 Wolf St,Philadelphia,PA,19148,39.9208234,-75.1600292,5.0,13,1,"Laundromat, Local Services, Laundry Services"
Htnv87XCc9GXuE6hKEHnNg,Caring Hands Veterinary Clinic,3310 Grant Ave,Philadelphia,PA,19114,40.0679151372,-75.007130852,4.0,36,1,"Veterinarians, Pets"
y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,820 N Broad St,Philadelphia,PA,19130,39.9686973,-75.1606146,4.5,138,1,"Trinidadian, Caribbean, Restaurants, Seafood"
x7R0FReViemWjQO581WI5A,Debbie's Pet Sitting,,Philadelphia,PA,19147,39.9350642,-75.1516194,5.0,12,1,"Dog Walkers, Pet Services, Health & Medical, Reiki, Pet Sitting, Pets"
RrqRin8BYGrTlJbCDwtLzA,Wawa,3744 Spruce St,Philadelphia,PA,19104,39.9510885597,-75.1989988336,3.5,50,1,"Delis, Gas Stations, Food, Convenience Stores, Restaurants, Automotive, Coffee & Tea, Sandwiches"
IgNDlyLERBwFGphgcC5VDQ,Cosi,1128 Walnut St,Philadelphia,PA,19107,39.9487514826,-75.1604487143,2.5,63,0,"Sandwiches, Vegetarian, Pizza, Food, Coffee & Tea, Delis, Restaurants, American (New)"
Tr1K019SoddjZegRv7vy2w,James Brown Hair,1114 Pine St,Philadelphia,PA,19106,39.944743,-75.160428,4.0,21,0,"Waxing, Hair Removal, Beauty & Spas, Hair Salons"
SvcWlFeXbSNkENnZfWYgEQ,willow + june hair,6212 A Ridge Ave,Philadelphia,PA,19128,40.0357941,-75.218028,5.0,24,1,"Beauty & Spas, Hair Extensions, Makeup Artists, Hair Salons"
0QmgzzPVNHeNL76B8rwTKA,Beneficial Bank,1600 Chestnut St,Philadelphia,PA,19103,39.9511539,-75.1673349,2.5,5,0,"Banks & Credit Unions, Financial Services"
sDOxVq8gQBpHFYtoxwoLWw,Plume Salon,111 E Girard Ave,Philadelphia,PA,19125,39.9691898,-75.1340384,4.5,138,1,"Waxing, Beauty & Spas, Eyelash Service, Used, Vintage & Consignment, Hair Salons, Hair Removal, Makeup Artists, Shopping, Fashion"
PmASdGXX3XVokN2q92JIXg,L Priori Jewelry,"1601 Walnut St, Ste 1218",Philadelphia,PA,19102,39.949988,-75.167496,5.0,29,1,"Shopping, Jewelry"
EraDGJAHjf5IaA9VBGepfg,"East Falls Chiropractic: Zachary Dillow, D.C",3425 Conrad St,Philadelphia,PA,19129,40.0120136,-75.1890675,4.5,16,1,"Gastroenterologist, Chiropractors, Nutritionists, Doctors, Health & Medical"
L_sXNadtVHjxMw7Yhvkj9Q,Naoki Ramen,915 Race St,Philadelphia,PA,19107,39.955454,-75.1549,4.0,92,0,"Ramen, Restaurants, Japanese"
IOroNIZhOtGM9nWMT3PaNA,House of Beauty,2385 W Cheltenham Ave,Philadelphia,PA,19150,40.074181,-75.155105,1.5,180,0,"Cosmetics & Beauty Supply, Beauty & Spas, Shopping, Hair Extensions, Wigs, Skin Care, Hair Salons"
HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,6151 Ridge Ave,Philadelphia,PA,19128,40.0352350987,-75.2167929785,3.0,54,1,"Restaurants, Pizza"
fN1xl3d8EdFRpyE1NVI2nw,Feet First Team Building,,Philadelphia,PA,19147,39.9350642,-75.1516194,5.0,6,1,"Scavenger Hunts, Active Life, Team Building Activities, Event Planning & Services"
lKlRRS26_eTA_eCjrWBT4w,Shibe Vintage Sports,137 S 13th St,Philadelphia,PA,19107,39.9494082,-75.1618172,4.5,23,1,"Sporting Goods, Fashion, Souvenir Shops, Sports Wear, Shopping"
BxR5hjyBnJZrm_nnaCtGQw,The Lunar Inn,3124 Richmond St,Philadelphia,PA,19134,39.9822933,-75.1031599,4.5,29,1,"Bars, Food, Restaurants, Beer, Wine & Spirits, American (Traditional), Nightlife"
4TQMOy00KD_54xSFwKgMZw,Ndulge,4373 Main St,Philadelphia,PA,19127,40.025842293,-75.2243893677,3.5,15,0,"Restaurants, Thai, Food, Cafes, Cupcakes"
-BhSR6dAry5-2x3ndjX_9w,Meister's Barber Shop,1810 E Passyunk Ave,Philadelphia,PA,19148,39.927488,-75.16651,4.0,79,1,"Beauty & Spas, Barbers, Hair Salons, Men's Hair Salons"
cIKRTajdQv_MviWXdE_m4g,BehatiLife,1533 S St,Philadelphia,PA,19146,39.9441744,-75.1682302,3.5,7,1,"Arts & Entertainment, Professional Services, Spiritual Shop, Supernatural Readings, Life Coach, Shopping, Religious Items"
NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,7235 Rising Sun Ave,Philadelphia,PA,19111,40.0603863,-75.0845897,4.5,116,1,"Chicken Wings, Nightlife, Bars, Delis, Food, Beer Gardens, Sandwiches, Beer Bar, Restaurants, Beer, Wine & Spirits, Gastropubs"
6Bos3UU5heFlqySLcYvwnw,Budget Car Rental,1324 Arch St,Philadelphia,PA,19107,39.9541791,-75.1624335,2.0,12,1,"Hotels & Travel, Automotive, Car Rental, Truck Rental"
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,51 N 12th St,Philadelphia,PA,19107,39.9533224742,-75.1590000821,4.0,485,1,"Restaurants, Cajun/Creole"
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,610 S 5th St,Philadelphia,PA,19147,39.9415201345,-75.1509702725,4.5,159,1,"Restaurants, Malaysian, Burmese, Asian Fusion, Thai"
I4TFiNX5gTsJBnEGH2Tl8Q,Benna's West,1444 S Broad St,Philadelphia,PA,19146,39.931855,-75.168473,3.5,47,0,"Juice Bars & Smoothies, Sandwiches, Food, Restaurants, Coffee & Tea"
12kD46cnLyMXUQTCI2N0ug,P&P Grocery,4307 Locust St,Philadelphia,PA,19104,39.9539236,-75.2096903,4.5,13,0,"Food, Grocery"
0346ZLBXCnsGief7r2kmQQ,Salon Tenshi,537 N 10th St,Philadelphia,PA,19123,39.962145,-75.1542303,4.0,17,1,"Beauty & Spas, Nail Salons, Hair Salons"
PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,8630 Germantown Ave,Philadelphia,PA,19118,40.0771492176,-75.2087070076,3.0,151,1,"Breakfast & Brunch, Restaurants"
FppJo5aymUsfOg68uTOipw,The Inn at The Union League,1450 Sansom,Philadelphia,PA,19103,39.9502330538,-75.1651874081,3.5,19,1,"Hotels & Travel, Event Planning & Services, Hotels"
RMm5FeJpYGZlGJIVsqz0Yw,Intelligent Movers,,Philadelphia,PA,19148,39.9586547234,-75.1648368694,3.0,11,1,"Home Services, Movers"
tFh0DrDMTom4B3pHpDpRNQ,Platoon Fitness,716 Walnut St,Philadelphia,PA,19106,39.9478525,-75.1535819,5.0,10,1,"Boot Camps, Weight Loss Centers, Health & Medical, Gyms, Trainers, Fitness & Instruction, Active Life, Martial Arts, Massage Therapy, Nutritionists"
-IRJAg0tkspFukxKY87TBA,Blue Mountain Vineyards & Cellars,36 S 7th St,Philadelphia,PA,19106,39.9498279,-75.152458,4.5,16,0,"Wineries, Arts & Entertainment, Food"
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,106 S 40th St,Philadelphia,PA,19104,39.9551144,-75.202451,3.5,148,0,"Food Delivery Services, Halal, Food, Restaurants, Buffets, Pakistani, Indian"
e7PUSXlcOfel8c7sPIA28w,Sheffield Tavern,4501 Sheffield St,Philadelphia,PA,19136,40.0351293,-75.030471,2.0,12,0,"Bars, Nightlife"
